province,date,daily_rainfall,rain_anomaly_mm,rain_intensity_mm_h,daily_tmin,daily_tmax,daily_tmean,temp_anomaly_c,daily_pet,daily_et0,daily_relative_humidity,solar_radiation_w_m2,wind_speed_2m,seasonal_rain_3m,seasonal_rain_6m,relative_humidity_pct,wind_speed_2m_m_s,rainfall_intensity_mm_h,temp_anomaly_deg_c,rain_anomaly_pct,spi_1m,spi_3m,spi_6m,spi_12m,spi_24m,spei_1m,spei_3m,spei_6m,spei_12m,spei_24m
Gauteng,2004-12-08,0.0,-1.31,0.0,15.22,26.67,20.94,0.94,1.21,1.15,56.26,108.1,3.06,189.12,202.98,42.7,2.45,0.0,0.86,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-09,0.0,-1.66,0.0,14.53,26.92,20.72,0.62,1.25,1.19,57.5,107.96,4.17,189.12,202.62,38.0,2.45,0.0,0.54,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-10,0.0,-7.67,0.0,14.49,25.23,19.86,-0.2,1.04,0.99,56.94,99.3,2.51,189.12,202.62,46.3,2.45,0.0,-0.27,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-11,0.0,-2.14,0.0,16.31,27.82,22.06,2.14,1.13,1.08,62.38,98.31,2.92,189.12,202.62,42.4,2.45,0.0,2.05,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-12,0.0,-4.1,0.0,13.03,25.78,19.4,-0.25,1.12,1.07,56.22,99.47,2.48,189.12,202.62,36.2,2.45,0.0,-0.35,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-13,56.25,53.01,12.71,13.4,26.67,20.04,0.05,0.64,0.61,75.3,54.19,3.17,245.26,258.73,33.6,2.45,14.06,-0.03,1635.68,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-14,0.0,-4.57,0.0,14.37,26.36,20.36,0.08,1.18,1.12,59.82,104.22,3.32,245.26,258.56,40.0,2.45,0.0,0.01,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-15,0.0,-2.11,0.0,13.64,28.66,21.15,1.06,1.28,1.22,55.98,99.99,2.68,245.26,258.56,30.0,2.45,0.0,0.99,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-16,0.0,-5.69,0.0,14.82,24.72,19.77,-0.73,1.09,1.04,60.84,108.19,3.08,245.26,258.56,50.5,2.45,0.0,-0.79,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-17,0.0,-4.97,0.0,15.74,26.73,21.24,0.81,1.27,1.21,60.69,115.13,2.55,244.87,257.4,45.0,2.45,0.0,0.75,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-18,0.0,-3.25,0.0,13.34,25.93,19.63,-0.79,1.14,1.09,63.54,100.79,2.9,244.83,257.4,37.0,2.45,0.0,-0.85,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-19,0.0,-7.15,0.0,12.68,29.67,21.18,1.13,1.39,1.32,61.19,101.2,3.43,244.72,256.99,30.0,2.45,0.0,1.05,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-20,0.0,-3.55,0.0,14.52,26.96,20.74,0.1,1.09,1.04,61.92,94.16,3.5,244.72,256.99,37.8,2.45,0.0,0.05,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-21,0.0,-3.27,0.0,14.54,25.33,19.93,-0.07,1.13,1.08,58.35,107.63,3.58,244.72,256.99,46.1,2.45,0.0,-0.15,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-22,0.0,-2.52,0.0,13.92,26.4,20.16,-0.22,1.14,1.09,60.7,99.91,2.36,244.5,256.99,37.6,2.45,0.0,-0.28,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-23,0.0,-4.24,0.0,13.58,28.92,21.25,0.71,1.44,1.37,59.51,110.79,2.92,244.5,256.99,30.0,2.45,0.0,0.66,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-24,0.0,-0.76,0.0,15.88,27.86,21.87,1.02,1.21,1.15,59.49,103.62,3.14,244.5,256.99,40.1,2.45,0.0,0.97,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-25,0.0,-4.31,0.0,15.0,26.07,20.54,-0.25,1.21,1.15,57.62,111.33,2.62,244.5,256.99,44.6,2.45,0.0,-0.29,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-26,44.35,40.36,11.31,13.98,26.42,20.2,-0.58,0.8,0.76,75.02,69.66,2.29,288.85,301.24,37.8,2.45,11.09,-0.63,1010.42,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-27,2.0,-1.35,0.47,13.46,28.94,21.2,0.5,0.7,0.67,78.01,53.75,2.62,290.85,303.24,30.0,2.45,0.5,0.45,-40.22,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-28,0.0,-6.89,0.0,13.17,25.04,19.1,-1.77,1.22,1.16,61.68,112.43,3.01,290.85,303.24,40.7,2.45,0.0,-1.81,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-29,0.0,-5.4,0.0,14.14,28.41,21.28,0.26,1.42,1.35,59.08,112.72,3.07,290.85,303.21,30.0,2.45,0.0,0.22,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-30,0.0,-2.68,0.0,16.21,27.65,21.93,0.77,1.19,1.13,63.32,103.79,3.1,290.85,303.21,42.8,2.45,0.0,0.73,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2004-12-31,0.0,-7.12,0.0,14.94,26.01,20.48,-0.76,1.24,1.18,58.94,114.47,2.5,281.44,303.21,44.6,2.45,0.0,-0.76,-100.0,1.42,0.94,0.07,0.39,-1.11,1.9,0.98,0.01,0.45,-1.01
Gauteng,2005-01-01,0.0,-3.3,0.0,14.34,28.12,21.23,0.03,1.28,1.22,64.76,103.98,3.31,281.44,303.21,31.1,2.45,0.0,0.0,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-02,0.0,-2.48,0.0,15.76,26.24,21.0,-0.24,1.17,1.11,64.99,108.88,3.32,281.44,302.89,47.6,2.45,0.0,-0.27,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-03,2.6,-2.21,0.74,15.61,25.18,20.4,-0.77,0.72,0.69,79.7,71.48,3.01,284.04,305.49,52.2,2.45,0.65,-0.8,-46.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-04,0.0,-4.48,0.0,14.68,27.27,20.98,-0.56,1.48,1.41,64.65,126.3,4.34,284.04,305.49,37.0,2.45,0.0,-0.58,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-05,0.0,-3.68,0.0,14.95,27.22,21.08,0.01,1.25,1.19,62.14,107.46,3.18,284.04,305.49,38.7,2.45,0.0,-0.02,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-06,33.8,30.29,9.05,16.47,30.06,23.26,1.9,0.92,0.88,79.53,71.56,2.8,317.84,339.19,32.0,2.45,8.45,1.87,864.17,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-07,0.0,-0.95,0.0,14.82,26.11,20.46,-0.9,1.16,1.1,58.06,105.05,3.64,317.84,338.98,43.6,2.45,0.0,-0.92,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-08,0.0,-2.94,0.0,16.71,24.98,20.84,-0.63,1.04,0.99,59.52,109.65,3.27,317.84,338.98,58.6,2.45,0.0,-0.65,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-09,0.0,-1.19,0.0,13.93,25.66,19.8,-1.56,1.11,1.06,58.9,101.74,3.88,317.3,338.98,41.3,2.45,0.0,-1.59,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-10,0.0,-2.54,0.0,15.46,27.87,21.66,0.19,1.3,1.24,61.81,109.97,3.24,317.3,338.96,38.0,2.45,0.0,0.17,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-11,0.0,-5.97,0.0,14.6,26.47,20.54,-1.0,1.04,0.99,60.44,92.04,2.94,317.3,338.96,40.7,2.45,0.0,-1.01,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-12,0.0,-8.7,0.0,16.92,26.07,21.5,-0.03,1.05,1.0,62.99,103.86,2.83,317.3,338.83,54.3,2.45,0.0,-0.05,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-13,0.0,-5.62,0.0,17.18,27.6,22.39,0.58,1.27,1.21,61.92,114.86,2.64,315.68,338.83,47.9,2.45,0.0,0.57,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-14,0.0,-1.53,0.0,14.37,27.29,20.83,-0.99,1.28,1.22,64.69,108.59,2.64,315.68,338.83,35.4,2.45,0.0,-1.0,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-15,0.0,-6.25,0.0,16.11,29.36,22.74,0.71,1.33,1.27,60.76,106.26,3.13,311.96,338.83,33.8,2.45,0.0,0.71,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-16,32.86,27.65,9.26,16.67,29.39,23.03,0.98,0.58,0.55,81.68,46.74,2.89,344.82,371.6,36.4,2.45,8.22,0.98,530.23,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-17,0.0,-3.01,0.0,12.44,27.5,19.97,-1.63,1.53,1.46,61.01,122.73,2.5,344.82,371.6,30.0,2.45,0.0,-1.65,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-18,0.0,-3.22,0.0,16.48,28.0,22.24,0.29,1.31,1.25,64.3,113.6,2.83,344.82,371.6,42.4,2.45,0.0,0.29,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-19,0.0,-4.64,0.0,16.03,31.47,23.75,1.88,1.6,1.52,58.77,115.05,3.28,344.82,371.6,30.0,2.45,0.0,1.88,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-20,0.0,-3.72,0.0,15.9,32.28,24.09,2.23,1.55,1.48,61.54,107.8,3.29,344.82,371.6,30.0,2.45,0.0,2.23,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-21,0.0,-3.43,0.0,16.18,32.32,24.25,2.01,1.71,1.63,59.32,119.23,2.35,344.82,371.6,30.0,2.45,0.0,2.02,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-22,53.32,50.23,12.89,16.17,28.67,22.42,0.56,0.58,0.55,76.5,47.46,2.36,398.14,424.92,37.5,2.45,13.33,0.56,1624.45,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-23,0.0,-4.66,0.0,16.66,27.99,22.32,0.5,1.4,1.33,62.74,121.07,3.13,398.14,424.82,43.4,2.45,0.0,0.49,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-24,0.97,-1.66,0.23,16.09,26.54,21.32,-0.56,0.63,0.6,76.55,58.65,2.39,399.11,425.79,47.8,2.45,0.24,-0.56,-63.11,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-25,7.5,4.04,2.12,16.61,30.06,23.34,0.99,0.82,0.78,87.5,64.04,2.66,401.9,432.12,32.8,2.45,1.88,1.0,116.76,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-26,3.01,-1.59,0.68,15.81,29.21,22.51,0.19,1.17,1.11,76.47,93.13,2.74,395.66,435.13,33.0,2.45,0.75,0.2,-34.51,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-27,0.0,-7.32,0.0,17.59,27.68,22.64,0.3,1.31,1.25,61.91,120.4,3.11,395.66,435.13,49.6,2.45,0.0,0.31,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-28,39.88,31.19,9.11,17.32,29.22,23.27,0.9,0.79,0.75,84.62,64.87,3.49,434.93,475.01,40.5,2.45,9.97,0.91,358.69,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-29,0.0,-5.22,0.0,16.22,27.89,22.06,0.15,1.48,1.41,59.99,128.09,2.79,434.93,473.51,41.6,2.45,0.0,0.15,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-30,0.0,-4.32,0.0,16.62,27.59,22.1,-0.14,1.34,1.28,65.39,119.86,2.59,434.93,472.69,45.2,2.45,0.0,-0.13,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-01-31,0.0,-4.53,0.0,16.89,29.5,23.2,0.73,1.41,1.34,63.4,113.88,2.96,434.93,472.69,37.0,2.45,0.0,0.75,-100.0,1.51,1.46,0.81,1.26,-0.59,2.09,1.9,0.84,1.36,-0.52
Gauteng,2005-02-01,10.64,9.06,2.39,16.01,31.73,23.87,1.49,1.22,1.16,77.87,86.76,2.77,445.57,483.22,30.0,2.45,2.66,1.51,571.89,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-02,0.0,-1.73,0.0,16.22,31.59,23.9,1.19,1.73,1.65,65.38,124.81,3.32,445.57,483.22,30.0,2.45,0.0,1.22,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-03,0.0,-5.36,0.0,17.79,26.27,22.03,-0.66,1.16,1.1,65.04,117.0,3.95,445.57,483.22,57.6,2.45,0.0,-0.63,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-04,0.0,-2.78,0.0,15.86,30.16,23.01,0.55,1.49,1.42,57.9,113.51,3.07,445.57,483.22,30.0,2.45,0.0,0.57,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-05,0.0,-4.17,0.0,15.82,29.59,22.7,0.12,1.58,1.5,62.12,123.0,3.09,445.57,483.22,31.2,2.45,0.0,0.15,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-06,0.0,-0.9,0.0,15.78,29.61,22.7,0.16,1.55,1.48,61.21,121.06,3.52,444.49,483.22,30.8,2.45,0.0,0.18,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-07,10.57,6.91,2.97,16.99,29.69,23.34,0.7,0.8,0.76,79.61,63.65,3.73,442.5,493.53,36.5,2.45,2.64,0.73,188.92,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-08,1.67,-0.25,0.38,16.37,29.24,22.8,0.06,0.91,0.87,85.19,73.32,3.45,444.17,495.2,35.7,2.45,0.42,0.09,-13.11,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-09,16.07,12.75,3.86,15.16,26.07,20.62,-1.99,0.86,0.82,87.32,79.18,3.68,460.24,510.22,45.4,2.45,4.02,-1.97,384.21,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-10,0.0,-6.95,0.0,14.83,30.62,22.72,0.32,1.88,1.79,60.28,137.29,3.19,460.24,510.22,30.0,2.45,0.0,0.34,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-11,0.0,-2.35,0.0,16.96,31.02,23.99,1.45,1.73,1.65,58.27,129.59,2.92,460.24,510.22,30.0,2.45,0.0,1.47,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-12,0.0,-3.59,0.0,17.11,30.58,23.84,1.1,1.83,1.74,60.36,140.03,2.59,460.24,509.31,32.7,2.45,0.0,1.13,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-13,0.0,-2.5,0.0,17.7,29.6,23.65,0.55,1.64,1.56,60.75,134.09,4.07,460.24,509.14,40.5,2.45,0.0,0.6,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-14,0.0,-2.22,0.0,16.43,27.75,22.09,-0.61,1.51,1.44,58.18,132.52,3.45,460.24,509.13,43.4,2.45,0.0,-0.59,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-15,18.05,15.05,4.86,16.35,30.17,23.26,0.23,1.24,1.18,78.46,95.02,3.26,478.29,527.18,30.9,2.45,4.51,0.27,501.99,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-16,0.0,-2.68,0.0,15.91,29.61,22.76,0.17,1.93,1.84,57.61,150.87,3.23,456.72,526.43,31.5,2.45,0.0,0.2,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-17,3.28,0.04,0.8,17.27,33.52,25.4,2.38,0.93,0.89,82.24,63.31,3.45,409.11,529.37,30.0,2.45,0.82,2.43,1.23,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-18,0.25,-4.31,0.06,18.8,29.28,24.04,0.69,0.86,0.82,81.26,74.43,2.39,409.36,529.62,47.6,2.45,0.06,0.74,-94.52,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-19,0.0,-3.75,0.0,18.95,32.38,25.66,2.34,2.02,1.92,61.84,148.34,3.78,409.36,529.62,32.8,2.45,0.0,2.4,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-20,18.27,9.6,4.09,17.96,29.83,23.9,0.58,1.21,1.15,81.78,98.78,3.55,423.16,547.89,40.7,2.45,4.57,0.64,110.77,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-21,4.48,1.77,1.26,18.3,28.1,23.2,-0.11,0.84,0.8,79.44,77.32,2.28,427.64,552.37,51.0,2.45,1.12,-0.05,65.44,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-22,0.0,-3.96,0.0,15.96,29.78,22.87,-0.4,1.8,1.71,60.9,139.51,2.38,427.64,552.37,30.9,2.45,0.0,-0.35,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-23,0.0,-3.71,0.0,17.31,30.24,23.78,0.51,1.8,1.71,62.61,141.04,2.71,427.64,552.22,35.3,2.45,0.0,0.56,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-24,0.0,-2.61,0.0,17.3,29.59,23.44,0.11,1.88,1.79,60.08,152.75,2.82,427.64,552.22,38.6,2.45,0.0,0.17,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-25,0.0,-2.11,0.0,15.2,29.85,22.52,-0.71,2.03,1.93,58.63,154.13,3.64,418.04,551.64,30.0,2.45,0.0,-0.66,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-26,0.0,-2.35,0.0,17.81,30.77,24.29,1.24,2.01,1.91,58.19,155.18,2.93,418.04,551.64,35.2,2.45,0.0,1.28,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-27,0.0,-2.11,0.0,16.25,30.25,23.25,-0.26,2.04,1.94,62.95,155.61,2.47,418.04,551.64,30.0,2.45,0.0,-0.19,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-02-28,0.0,-3.6,0.0,16.81,31.49,24.15,0.92,2.0,1.9,62.51,145.48,2.43,418.04,551.64,30.0,2.45,0.0,0.97,-100.0,0.75,1.4,1.08,0.47,-0.56,0.63,1.8,1.24,0.57,-0.47
Gauteng,2005-03-01,0.0,-4.16,0.0,12.89,29.03,20.96,-1.68,2.03,1.93,59.82,153.16,3.61,418.04,551.64,30.0,2.45,0.0,-1.65,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-02,0.0,-1.79,0.0,13.48,27.48,20.48,-1.55,1.93,1.84,60.58,158.05,2.26,418.04,550.69,30.0,2.45,0.0,-1.54,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-03,0.0,-3.76,0.0,14.32,26.08,20.2,-1.69,1.76,1.68,57.93,159.04,2.7,359.82,549.0,41.2,2.45,0.0,-1.69,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-04,0.0,-2.69,0.0,16.28,28.1,22.19,-0.2,1.86,1.77,58.24,158.78,2.47,359.82,549.0,40.9,2.45,0.0,-0.19,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-05,0.0,-2.48,0.0,13.52,28.96,21.24,-0.82,2.03,1.93,64.08,155.06,3.2,359.82,548.94,30.0,2.45,0.0,-0.82,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-06,0.0,-2.97,0.0,13.38,27.11,20.24,-2.26,1.88,1.79,60.25,156.86,3.19,359.82,548.94,31.4,2.45,0.0,-2.24,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-07,6.87,3.3,1.66,14.01,27.34,20.68,-1.56,1.54,1.47,86.26,128.61,2.92,366.69,555.81,33.3,2.45,1.72,-1.55,92.26,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-08,0.0,-0.92,0.0,14.31,28.84,21.58,-0.47,2.08,1.98,62.84,162.44,3.51,366.69,555.81,30.0,2.45,0.0,-0.46,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-09,0.0,-1.41,0.0,13.33,29.94,21.64,-1.07,2.42,2.3,60.07,176.38,3.53,366.69,555.81,30.0,2.45,0.0,-1.04,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-10,0.0,-3.88,0.0,14.35,32.02,23.18,1.2,2.34,2.23,64.48,159.39,2.7,366.69,555.81,30.0,2.45,0.0,1.2,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-11,0.0,-0.49,0.0,12.37,28.87,20.62,-1.42,2.26,2.15,64.9,170.08,2.52,366.69,555.81,30.0,2.45,0.0,-1.42,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-12,0.0,-3.05,0.0,16.33,28.47,22.4,0.06,1.95,1.86,62.4,163.37,2.98,366.69,555.81,39.3,2.45,0.0,0.08,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-13,0.0,-2.23,0.0,14.71,27.27,20.99,-1.14,1.96,1.87,63.44,167.62,2.51,310.44,555.7,37.2,2.45,0.0,-1.13,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-14,27.71,24.14,7.16,13.78,31.5,22.64,0.3,1.42,1.35,81.42,97.57,3.93,338.15,583.41,30.0,2.45,6.93,0.32,675.76,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-15,11.2,8.3,3.05,16.46,31.52,23.99,1.82,1.19,1.13,86.52,85.72,3.02,349.35,594.61,30.0,2.45,2.8,1.83,286.31,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-16,0.0,-2.49,0.0,15.09,28.79,21.94,-0.6,2.12,2.02,61.94,169.65,3.21,349.35,594.61,31.5,2.45,0.0,-0.58,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-17,19.07,15.45,4.71,13.95,26.93,20.44,-1.55,1.07,1.02,80.93,91.07,3.05,368.42,613.29,35.1,2.45,4.77,-1.55,426.16,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-18,0.0,-1.01,0.0,16.91,25.4,21.16,-1.24,1.77,1.69,63.04,183.61,2.68,368.42,613.25,57.6,2.45,0.0,-1.22,-100.0,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
Gauteng,2005-03-19,1.76,1.63,0.41,17.24,28.17,22.7,0.29,1.34,1.28,79.37,117.43,2.5,370.18,614.9,45.3,2.45,0.44,0.31,1245.57,0.68,1.11,1.32,0.3,-0.47,0.26,1.16,1.52,0.35,-0.37
